frame_id,timestamp,track_id,x1,y1,x2,y2,confidence,class_name,velocity_x,velocity_y
0,0.0,1,1081.258544921875,267.25531005859375,1178.410400390625,572.6710205078125,0.8199084401130676,person,0.0,0.0
0,0.0,2,719.1435546875,326.04107666015625,807.9337158203125,391.83367919921875,0.7759419083595276,car,0.0,0.0
0,0.0,3,314.6032409667969,350.7215576171875,359.4915466308594,430.111572265625,0.667415976524353,bicycle,0.0,0.0
0,0.0,4,0.0,591.671630859375,1185.77783203125,714.318359375,0.5212210416793823,car,0.0,0.0
0,0.0,5,438.86346435546875,341.33984375,469.91241455078125,388.9368896484375,0.4309898018836975,bicycle,0.0,0.0
0,0.0,6,540.036865234375,330.059814453125,560.085693359375,386.0399169921875,0.38971439003944397,person,0.0,0.0
0,0.0,7,533.380615234375,321.6044006347656,559.5986328125,388.2043151855469,0.3191309869289398,person,0.0,0.0
1,0.04,1,1107.68603515625,269.15264892578125,1208.89697265625,591.357421875,0.8354163765907288,person,28.45703125,10.2918701171875
1,0.04,2,719.9030151367188,325.84222412109375,814.7968139648438,392.94134521484375,0.7366775274276733,car,3.811279296875,0.45440673828125
1,0.04,3,304.9151611328125,349.9659423828125,352.5572509765625,434.1507568359375,0.5249897241592407,bicycle,-8.311187744140625,1.64178466796875
1,0.04,4,0.20556640625,591.6595458984375,1220.0250244140625,714.5064697265625,0.5031523108482361,car,17.22637939453125,0.0880126953125
1,0.04,5,436.16815185546875,340.3572998046875,475.13427734375,390.2706298828125,0.5681197047233582,bicycle,1.263275146484375,0.17559814453125
1,0.04,6,539.1425170898438,326.6558837890625,560.0613403320312,384.7393798828125,0.3559499979019165,person,-0.4593505859375,-2.35223388671875
1,0.04,7,533.7476806640625,312.86749267578125,559.5638427734375,386.3975830078125,0.3318871557712555,person,0.1661376953125,-5.271820068359375
1,0.04,8,1033.133056640625,419.0692138671875,1074.535400390625,469.4202880859375,0.37875133752822876,suitcase,0.0,0.0
1,0.04,9,1092.88037109375,416.80712890625,1135.56787109375,512.8359375,0.35435885190963745,handbag,0.0,0.0
1,0.04,10,435.0247497558594,342.6583251953125,464.0867004394531,389.4656982421875,0.33745092153549194,bicycle,0.0,0.0
1,0.04,11,1053.50244140625,344.4559631347656,1107.9365234375,399.9767761230469,0.3007088899612427,bicycle,0.0,0.0
2,0.08,1,1137.1795654296875,260.68389892578125,1240.1055908203125,607.9415893554688,0.8663048148155212,person,30.35107421875,4.057708740234375
2,0.08,2,722.1976318359375,326.66888427734375,815.7213134765625,393.60247802734375,0.7826398611068726,car,1.60955810546875,0.743896484375
2,0.08,3,295.6371765136719,351.91058349609375,345.0819396972656,436.15838623046875,0.5248512029647827,bicycle,-8.37664794921875,1.97613525390625
2,0.08,4,0.662841796875,592.0011596679688,1245.838134765625,714.4639282226562,0.5742760896682739,car,13.13519287109375,0.1495361328125
2,0.08,5,432.65673828125,335.6573486328125,474.3812255859375,390.38702392578125,0.4392336308956146,bicycle,-2.132232666015625,-2.291778564453125
2,0.08,7,534.9287109375,316.35382080078125,560.54052734375,385.04888916015625,0.46870413422584534,person,1.078857421875,1.068817138671875
3,0.12,1,1171.519287109375,246.39361572265625,1277.52099609375,627.2171020507812,0.8705672025680542,person,35.8775634765625,2.49261474609375
3,0.12,2,722.734130859375,325.87908935546875,819.610595703125,395.20391845703125,0.8337645530700684,car,2.212890625,0.40582275390625
3,0.12,3,286.87933349609375,355.3768005371094,337.20208740234375,439.3604431152344,0.509053647518158,bicycle,-8.31884765625,3.334136962890625
3,0.12,4,1.7998046875,591.9454345703125,1251.353515625,714.7100830078125,0.6565881967544556,car,3.326171875,0.09521484375
3,0.12,5,428.1580810546875,337.98175048828125,472.7750244140625,391.00567626953125,0.32352957129478455,bicycle,-3.05242919921875,1.471527099609375
3,0.12,7,534.2470703125,313.29046630859375,560.52490234375,387.13690185546875,0.556858479976654,person,-0.3486328125,-0.4876708984375
3,0.12,11,1072.0506591796875,345.4609375,1129.9808349609375,410.6982421875,0.3187204599380493,bicycle,10.14813232421875,2.931610107421875
